Country Name,Country Code,Series Name,Series Code,1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Paraguay,PRY,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,86,90,92,92,86,87,85,91,91,91,90,93,92,92,91,88,86,79,70,69,71,..
Paraguay,PRY,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,..,..,..,..,..,19,16,26,37,62,48,46,56,63,58,69,74,87,96,76,75,81,61,71,82,92,90,86,91,91,91,91,91,91,91,93,91,88,88,84,78,85,92,93,87,80,68,54,83,..
Paraguay,PRY,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.01865244,5.60815811,4.75770569,4.90703917,4.93224335,4.82934713,5.01927567,5.02042723,5.03776026,5.52496862,5.46593952,5.82225847,6.53144598,6.0642848,6.62719059,6.69165802,6.67556572,6.60902548,6.74497652,7.16081905,7.67533064,8.03277016,7.73804235,..,..
Paraguay,PRY,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,104.4907761,91.8441391,65.0742569,70.85758209,88.10053253,95.1805954,122.4507828,161.2528534,220.9035187,217.7858429,258.4312744,337.8131714,368.7868042,391.8008423,440.8582153,393.424408,385.5229797,406.6048889,422.131012,416.8443298,411.8176575,480.1132202,480.1939697,..,..
Paraguay,PRY,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.34855184,46.25498081,46.20945603,46.17888952,46.40703923,46.45624591,46.53064279,46.44557354,47.49336996,46.25153228,44.91361778,43.38721129,45.17950131,43.88368097,47.07120568,47.36778505,49.00516282,51.92572768,49.29073069,52.66261996,53.39442163,52.20905354,55.42198532,56.2981584,56.23147417,55.76586389,57.6409669,56.98824609,57.07456697,54.47879322,55.7605135,57.79133507,58.67946104,..
Paraguay,PRY,Urban population,SP.URB.TOTL,1049231,1090237,1132733,1177045,1223520,1272833,1325167,1380325,1443758,1510122,1579205,1651238,1726049,1803565,1883342,1965167,2048932,2134712,2218169,2302243,2387499,2473804,2560887,2648660,2736365,2822361,2903342,2977912,3034843,3087694,3139902,3190784,3240344,3290228,3342456,3400379,3464587,3532721,3601252,3670658,3741655,3813592,3885599,3958303,4031453,4106403,4177346,4246788,4322010,..
Paraguay,PRY,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,5.69,4.11,..,5.61,8.25,7.33,5.13,6.1,5.51,4.72,5.62,5.8,5.1,4.98,5.06,4.41,3.4,8.15,5.36,4.417,5.343,7.61,6.206,9.393,6.814,6.513,4.825,5.277,4.713,4.415,5.46,4.569,4.67,4.086,4.385,5.034,4.556,5.255,6.138,6.217,6.595,7.548,7.311,6.755,5.794,..
Paraguay,PRY,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,91,91,91,92,92,93,93,94,94,95,95,95,95,95,95,94,94,94,94,94,79,89,100,87,..
Paraguay,PRY,Trade (% of GDP),NE.TRD.GNFS.ZS,31.06296504,32.69880272,41.8952855,40.53487608,37.61434007,33.89561056,29.13929806,31.89636926,25.14220847,41.12625391,54.20862358,67.13555492,72.48536665,85.07697427,82.95522791,91.3083408,89.13931922,89.49755756,113.6037635,123.0793295,118.0640742,103.0352672,95.93427625,101.6063201,77.55527569,78.64472976,72.60569901,79.44156565,81.12736377,80.10444662,85.02196365,84.7335313,79.00113742,80.77757466,70.84198186,81.25752337,78.49212385,74.76495746,73.36987138,69.08372496,66.91506553,67.75931523,71.0801344,72.06922363,71.22216173,62.76021747,69.74227302,73.73790502,82.98877587,..
Paraguay,PRY,Surface area (sq. km),AG.SRF.TOTL.K2,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406752,406752,406752,406752,406752,406752,406752,406752,406752,406752,406752,406752,406752,..,..
Paraguay,PRY,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.877,19.186,19.558,17.552,18.007,19.5,16.908,16.016,14.584,16.831,17.45,18.568,18.586,18.388,18.408,20.032,18.393,18.075,17.114,17.105
Paraguay,PRY,"School enrollment, primary (% net)",SE.PRM.NENR,78.96045,80.08288,81.03834,82.71852,83.98334,86.10981,87.98265,..,88.35086,87.90906,87.79023,86.71118,87.43822,89.01053,90.83886,92.56517,94.48361,85.7437,95.5992,90.99687,90.71599,93.89767,..,..,95.51996,96.74098,96.50642,94.55333,93.86873,93.30224,93.95193,92.30766,90.56343,89.02356,87.97956,87.9171,87.7094,87.19751,..,..,..,..,..,..,..,..,..,..,..,..
Paraguay,PRY,Rural population,SP.RUR.TOTL,1642417,1668599,1695141,1722224,1750448,1780402,1812437,1845864,1874310,1902814,1931466,1960236,1988840,2016981,2044460,2070580,2095432,2118888,2144527,2169174,2192307,2213739,2233525,2251365,2266770,2278507,2284347,2283416,2291593,2300481,2308195,2314364,2319042,2323346,2328780,2337592,2350039,2364287,2381193,2399153,2417448,2435534,2453061,2469079,2483605,2497336,2506836,2513676,2522136,..
Paraguay,PRY,Rule of Law: Estimate,RL.EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.663562596,..,-0.834110796,..,-0.989421189,..,-1.123306632,-1.052339792,-0.981866181,-0.963428319,-0.971096039,-0.964514315,-0.910835207,-0.857977033,-0.830411494,-0.800011337,-0.81082052,-0.767023623,-0.604350567,-0.644359648,-0.689654231,-0.667961836,-0.602268279,-0.567496181,-0.427826524,-0.575897038,-0.591498375,-0.582174599,..
Paraguay,PRY,Rail lines (total route-km),IS.RRS.TOTL.KM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,441,441,441,441,441,441,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Peru,PER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.205,58.57,58.895,59.261,59.624,59.982,60.325,60.559,60.764,61.066,61.71,62.154,62.544,62.995,63.405,63.979,64.248,65.031,65.732,66.544,67.22,67.85,68.324,68.724,69.302,69.821,70.315,70.815,71.278,71.447,71.988,72.337,72.746,72.743,72.631,72.886,73.327,73.979,74.591,75.26,75.732,75.951,75.958,76.018,76.275,73.832,71.596,76.834,77.74,..
Peru,PER,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,142.2,138.2,134.9,132,129.3,126.6,123.6,120,115.8,110.8,105.3,99.7,94.3,89.2,84.6,80.4,76.3,72,67.5,62.9,58.2,53.6,49.2,45.1,41.3,37.9,34.9,32.4,30.1,28.2,26.5,25,23.7,22.5,21.4,20.4,19.6,18.9,18.4,17.9,17.6,17.3,17.1,16.9,16.8,16.6,16.4,16.1,15.8,..
Peru,PER,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,96.718,94.581,93.686,93.295,92.934,90.482,89.677,89.277,90.11,89.178,88.673,87.681,85.675,86,84.954,84.524,83.9,83.469,82.38,81.45,80.047,78.57,77.087,75.673,73.677,73.504,69.627,67.847,67.098,68.194,67.014,66.389,65.615,65.311,62.724,60.782,60.943,60.066,59.087,57.045,55.1,53.228,50.691,49.142,47.308,45.423,44.42,43.933,43.562,..
Peru,PER,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,..,..
Peru,PER,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,..,..,..,..,..,16,20,23,23,28,48,50,43,60,58,72,71,83,87,87,90,94,90,94,99,98,90,95,94,86,77,94,93,93,93,93,91,95,88,88,90,90,89,89,88,72,82,82,84,..
Peru,PER,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,65,92,94,94,93,93,93,93,91,95,88,88,90,90,89,89,88,72,82,82,84,..
Peru,PER,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,..,..,..,..,..,23,26,32,28,35,53,41,56,52,52,64,74,83,75,75,98,87,91,93,93,97,97,95,95,85,77,93,92,92,91,94,96,94,85,89,92,89,88,86,85,77,78,74,84,..
Peru,PER,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.41482639,4.72161007,4.93902588,4.58703804,4.42972279,4.66598511,4.409585,4.42611313,4.53154564,4.96264839,4.71338701,4.53380108,4.7344017,4.72346115,4.93103409,4.92147398,4.91142178,4.82783127,5.09981441,5.1381588,6.36273861,6.67921352,6.0930872,..,..
Peru,PER,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,83.63842773,89.36621857,97.6605072,97.352211,105.1658707,123.25354,136.1429596,158.5514832,191.4261169,209.1973877,241.4328003,264.4648743,309.3143921,320.9649048,332.1884155,310.6098328,311.3351746,332.5432129,362.7599487,367.9873962,399.5962524,455.6983643,445.8575745,..,..
Peru,PER,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.0622705,38.54229012,38.24740636,38.27743157,38.65805734,38.96834001,39.90884322,37.81277001,38.93504535,38.11664848,41.47399975,41.07781223,40.74216039,40.38352111,41.2438301,42.71752608,43.77921628,44.47371869,44.86233503,44.67422192,45.11590177,46.5743001,47.49634217,47.3813495,48.04735368,47.38182819,47.17269851,46.73550042,47.08678586,43.64337229,46.54225534,47.06326578,47.39784853,..
Peru,PER,Urban population,SP.URB.TOTL,9424403,9759038,10103909,10461437,10830436,11210659,11601617,11971531,12351730,12741407,13137575,13534196,13931555,14337199,14749608,15168397,15581256,15992911,16410486,16841468,17275802,17709470,18146332,18587023,19019520,19427953,19804960,20152348,20478238,20789989,21085439,21362614,21627126,21841405,22031218,22230444,22451912,22695863,22956518,23241286,23561086,23933571,24345508,24850451,25342581,25711622,26027367,26347848,26711638,..
Peru,PER,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.92,5.2,5.82,6.5,7.12,6.97,6.77,6.98,9.2,10.5,11.79,5.32,3.63,..,7.92,8.6,5.8,9.4,9.87,..,..,7.07,4.828,4.972,4.367,4.069,4.848,4.84,4.151,4.707,4.866,4.172,4.079,4.025,3.964,3.596,3.477,3.238,3.575,3.208,3.272,3.741,3.691,3.492,3.379,7.179,5.097,4.291,4.899,..
Peru,PER,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,80,80,79,79,79,79,79,79,80,80,80,80,80,80,80,80,80,80,83,83,62,59,55,54,..
Peru,PER,Trade (% of GDP),NE.TRD.GNFS.ZS,31.9224799,31.41887679,37.5938277,39.71091494,45.58713543,47.64339805,41.28004986,41.07045394,43.2368002,39.19006131,44.87870948,34.51633162,27.35090838,33.22179096,22.5367606,29.4696769,26.65925411,27.97729216,28.76658657,28.92299577,30.92721785,31.65420409,33.46954585,32.95302179,33.20577656,35.53803216,35.06440143,35.24918133,37.62461033,41.93607827,47.35731748,51.78505603,55.68811328,58.43376739,48.11192962,51.67280894,55.98828028,52.61989526,49.78714245,46.85312109,45.16276869,45.3888412,47.51355036,48.63147017,46.94350538,44.2459672,55.27425488,57.25107344,50.90950831,..
Peru,PER,Surface area (sq. km),AG.SRF.TOTL.K2,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,..,..
Peru,PER,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.986,18.745,16.991,16.643,16.084,15.191,15.83,15.244,16.327,16.647,18.586,19.196,17.353,17.749,16.873,25.676,22.695,22.779,23.698,23.564
Peru,PER,"School enrollment, primary (% net)",SE.PRM.NENR,..,..,..,..,..,83.43804,88.26209,89.06594,..,..,94.67306,..,..,90.5601,..,..,..,..,90.02087,..,84.90604,84.5073,84.03117,94.87532,96.09633,96.78535,97.54243,97.50977,98.03598,96.721,96.58075,96.4861,96.36325,96.38973,95.95255,96.60304,96.50894,91.85927,93.73238,92.54948,92.73258,95.29,94.91894,95.65167,..,..,..,..,..,..
Peru,PER,Rural population,SP.RUR.TOTL,5909554,5957771,6005897,6054622,6102703,6150290,6197188,6274972,6354227,6433309,6510629,6582926,6650765,6717503,6782981,6846374,6902519,6953429,7003297,7040025,7073117,7101701,7127815,7151072,7166984,7170378,7159641,7135869,7102252,7062201,7015741,6961877,6903573,6877636,6865593,6855575,6852174,6854503,6861401,6874540,6896514,6932923,6979129,7047133,7106722,7126957,7128515,7127590,7133979,..
Peru,PER,Rule of Law: Estimate,RL.EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.696724594,..,-0.738637686,..,-0.718046725,..,-0.557922065,-0.588656902,-0.545422077,-0.700787902,-0.704654872,-0.751626134,-0.730335593,-0.624266803,-0.566099524,-0.580825686,-0.581970215,-0.574419618,-0.522552609,-0.499649614,-0.496036291,-0.523281574,-0.566743374,-0.520058036,-0.382843524,-0.532514691,-0.552831411,-0.538132668,..
Peru,PER,Rail lines (total route-km),IS.RRS.TOTL.KM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1615,1613,1691,1639,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Suriname,SUR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.035,60.155,60.277,60.401,60.527,60.654,60.795,60.934,61.072,61.211,61.358,61.159,61.314,61.477,61.982,62.088,62.151,62.246,62.382,62.542,62.779,63.079,63.385,63.706,64.035,64.409,64.82,65.274,65.778,66.362,66.997,67.643,68.307,68.873,69.323,69.626,69.82,69.957,70.11,70.33,70.567,70.979,71.247,71.468,71.773,72.321,68.943,73.254,73.631,..
Suriname,SUR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,..,..,..,..,..,..,..,56.7,54.9,53.1,51.3,49.7,48.1,46.5,44.9,43.4,41.9,40.3,38.8,37.4,36,34.7,33.4,32.2,31.1,30,29,28.1,27.2,26.4,25.7,25,24.4,23.8,23.2,22.6,22.1,21.6,21.1,20.5,20,19.5,19,18.4,17.8,17.3,16.8,16.2,..
Suriname,SUR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,84.955,82.734,80.697,79.067,77.788,76.869,85.923,91.68,94.122,94.321,92.214,91.032,91.05,90.945,94.411,91.801,86.179,86.086,87.378,87.877,88.856,88.529,87.421,81.251,79.272,81.953,84.954,83.099,78.201,76.617,74.757,73.87,73.801,72.16,70.177,67.92,64.697,62.233,61.121,59.974,59.856,58.237,56.039,53.57,53.196,52.064,49.56,48.814,48.032,..
Suriname,SUR,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.5,0.6,0.7,0.8,0.9,1,1,1.1,1.1,1.2,1.2,1.2,1.3,1.3,1.3,1.3,1.4,1.4,1.4,1.4,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.6,1.6,..,..
Suriname,SUR,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,..,..,..,..,..,25,27,61,85,80,84,80,71,64,72,83,75,74,76,74,84,85,81,90,85,71,68,73,75,85,83,84,84,85,87,94,80,76,76,71,73,77,67,81,77,51,72,77,72,..
Suriname,SUR,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,83,84,84,84,87,84,80,76,76,71,73,77,67,81,77,51,72,77,72,..
Suriname,SUR,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,..,..,..,..,..,..,39,17,71,75,73,78,70,83,73,65,84,61,61,72,85,87,79,82,85,84,82,73,69,86,91,83,85,86,88,87,79,64,81,70,76,76,76,77,64,45,58,74,71,..
Suriname,SUR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.87092161,3.82474971,5.32991552,4.88878393,5.4608078,5.2439642,5.85598755,5.22148609,4.74699593,4.97810316,4.6978569,4.40932178,4.28435707,4.48738098,4.52127838,5.80808163,5.99283743,5.32285929,6.68946934,8.52921391,6.67584229,5.46009398,5.91760969,..,..
Suriname,SUR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,166.9008331,91.73781586,158.2121277,166.8866425,212.5081787,241.6841583,313.6830139,309.1756592,334.2477112,380.0401917,399.5971069,375.3495789,406.0552673,434.5033264,440.9526367,511.9124451,338.24823,322.0041504,445.907898,599.0702515,453.4461975,294.2547607,343.8530273,..,..
Suriname,SUR,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,80.99301263,81.03968527,80.79316874,81.48556473,83.38158511,80.7834082,79.33341492,82.18795503,81.96147953,81.66806434,81.40231982,81.04529713,80.85844965,80.77701744,80.68359255,80.59761434,80.45635559,80.3109812,79.97623292,79.65872488,79.38452719,79.06600115,78.66072522,78.23705966,77.49883079,76.78569789,76.66553757,76.64623216,76.73998494,76.54459734,76.88716855,77.05167772,76.93112931,..
Suriname,SUR,Urban population,SP.URB.TOTL,210250,217690,224671,231179,237145,243845,244180,245175,246882,249415,252824,256615,259909,263688,268047,271033,272996,274999,276470,278776,283866,290286,296723,303246,309897,316701,323645,330658,337596,342977,346288,349727,353375,357155,360994,364841,368673,372508,376350,380258,384200,388155,392094,396038,400382,405042,409165,413201,417649,..
Suriname,SUR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,16.37,19.53,..,15.51,15.65,..,17.28,15.64,12.7,8.39,10.88,10.56,10.63,13.6,..,..,..,..,9.49,..,..,..,..,8.72,7.15,7.54,8.1,6.6,6.94,7.22,7.917,..,..,..,..,..,..,..,..
Suriname,SUR,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,79,78,78,77,77,77,77,..,77,77,77,77,77,77,77,77,77,77,77,77,59,50,70,67,..
Suriname,SUR,Trade (% of GDP),NE.TRD.GNFS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.16819317,101.3770004,109.1668385,87.92066178,90.96139415,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Suriname,SUR,Surface area (sq. km),AG.SRF.TOTL.K2,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,163820,..,..
Suriname,SUR,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.399,18.114,17.832,17.509,17.221,15.652,16.802,16.806,16.697,15.748,15.096,18.193,18.241,18.172,18.098,20.087,19.013,18.841,18.452,18.45
Suriname,SUR,"School enrollment, primary (% net)",SE.PRM.NENR,..,..,94.63652,96.01222,..,..,..,..,..,..,98.82753,..,98.46917,98.63856,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,82.56368,84.50447,82.64389,88.44901,91.54072,88.62022,86.75953,87.12086,86.69654,86.34084,87.98828,89.14081,86.07316,86.02531,..,..,..,..,..,..
Suriname,SUR,Rural population,SP.RUR.TOTL,180920,170599,160396,150323,140457,131532,131279,131380,131864,132778,134148,135715,137002,138539,140362,141460,142017,142590,142882,143599,145740,148544,151344,154160,157019,159942,162915,165893,168818,170946,173025,175270,177641,180090,182574,185082,187596,190125,192670,195115,197427,199602,201619,203475,205386,207275,208731,209963,211237,..
Suriname,SUR,Rule of Law: Estimate,RL.EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.080992602,..,-0.004134504,..,-0.038425419,..,-0.127914935,-0.052874338,-0.179757029,-0.13585934,-0.226305485,-0.246702716,-0.234130025,-0.124648117,-0.05776104,-0.047765844,-0.06157472,-0.049031351,-0.136155605,-0.215757579,-0.174602553,-0.171837166,-0.087810397,-0.083465852,-0.132088944,-0.12621364,-0.128307819,-0.06225745,..
Suriname,SUR,Rail lines (total route-km),IS.RRS.TOTL.KM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uruguay,URY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.705,69.887,70.081,70.265,70.255,70.505,70.952,71.528,71.595,71.708,71.861,72.187,72.196,72.408,72.628,72.994,73.198,73.185,73.147,73.162,73.493,73.812,73.92,74.029,74.293,74.693,74.987,74.979,75.086,75.319,75.829,75.888,76.15,76.275,76.67,76.691,76.614,76.691,76.953,77.194,77.285,77.351,77.618,77.527,77.503,78.381,75.434,76.468,78.138,..
Uruguay,URY,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,54.9,54.1,51.8,48.3,44.1,39.8,36,33.1,31,29.5,28.4,27.4,26.2,25.1,24.2,23.7,23.2,22.9,22.5,21.9,21.2,20.3,19.3,18.4,17.6,17,16.6,16.2,15.8,15.2,14.4,13.5,12.7,11.9,11.3,10.8,10.4,10,9.7,9.3,8.9,8.5,8.1,7.7,7.4,7.1,7,6.8,6.7,..
Uruguay,URY,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,70.3,69.021,68.742,67.58,65.976,63.666,61.758,59.777,58.652,56.203,55.26,56.779,59.665,62.584,62.637,62.315,62.257,62.78,63.546,65.624,66.393,66.431,66.115,65.01,68.499,67.08,66.866,65.52,61.616,59.756,60.259,59.998,59.798,59.706,59.576,59.538,59.107,60.353,60.544,58.229,55.906,50.844,44.28,37.762,33.065,29.59,27.356,26.487,26.188,..
Uruguay,URY,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,..,..
Uruguay,URY,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,..,..,..,..,..,53,57,67,73,62,63,70,85,82,88,97,96,93,92,91,91,91,91,91,93,90,94,95,91,94,96,95,94,94,95,95,95,95,94,95,95,95,93,91,94,92,91,94,95,..
Uruguay,URY,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,93,92,94,95,91,94,96,95,94,94,95,95,95,95,94,95,95,95,93,91,94,92,91,94,95,..
Uruguay,URY,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,..,..,..,..,..,50,55,52,65,66,59,82,88,72,82,97,96,93,90,90,90,89,92,96,99,89,94,95,95,95,95,94,96,95,94,95,95,96,96,96,96,95,96,97,96,95,93,96,96,..
Uruguay,URY,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.17182446,9.75702,9.64023018,9.57667351,8.26618195,7.72390509,7.70998907,7.46167231,8.09081745,7.91611385,7.87757301,7.91521358,8.03330803,8.0844841,8.038908,8.25703716,8.63850975,8.71701717,8.90014267,9.24069118,9.06924915,8.91666222,8.94532204,..,..
Uruguay,URY,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,699.2049561,679.4229126,436.4404907,383.555542,375.9388123,445.2820129,500.6551514,578.3445435,811.7020874,826.0568237,1043.26001,1244.938843,1347.028687,1516.806641,1495.597778,1424.893921,1469.389648,1672.331421,1713.266113,1692.501953,1432.004639,1594.980591,1850.807373,..,..
Uruguay,URY,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,73.00878181,73.04708874,72.84778713,72.88135056,73.04266695,73.13766973,73.07574805,72.95172849,72.66129161,73.02543734,71.23267498,70.12023939,70.26524733,70.52258497,71.36748402,70.21775093,70.1228854,70.50345036,70.75217684,71.50138418,71.9065823,72.89100603,72.68262422,73.20747846,72.67561864,72.15292409,71.9545554,71.81961987,71.61475103,71.75051612,71.5688315,71.66397156,70.64736603,..
